+   1 | INSERTED | VALID LINE |    0R    1W
+ 6594 | INSERTED | VALID LINE |   78R   72W
+ 6595 | INSERTED | VALID LINE |   85R   78W
+ 6596 | INSERTED | VALID LINE |   44R   39W
+ 6597 | INSERTED | MISSING: LAST_NAME |   43R   37W
+ 6598 | INSERTED | VALID LINE |  116R  110W
+ 6599 | INSERTED | MISSING: BIRTH_DATE |  113R  107W
+ 6600 | INSERTED | VALID LINE |   92R   85W
+ 6601 | INSERTED | VALID LINE |   26R   20W
+ 6602 | INSERTED | VALID LINE |  115R  108W
+ 6603 | INSERTED | VALID LINE |   79R   74W
+ 6604 | INSERTED | VALID LINE |   47R   40W
+ 6605 | INSERTED | VALID LINE |  106R   99W
+ 6606 | INSERTED | VALID LINE |  109R  105W
+ 6607 | INSERTED | VALID LINE |   12R    6W
+ 6608 | INSERTED | MISSING: BIRTH_CITY |   89R   82W
+ 6609 | INSERTED | VALID LINE |   99R   92W
+ 6610 | INSERTED | VALID LINE |   45R   42W
+ 6611 | INSERTED | VALID LINE |  115R  108W
+ 6612 | INSERTED | MISSING: LAST_NAME |   12R    6W
+ 6613 | INSERTED | VALID LINE |   65R   60W
+ 6614 | INSERTED | VALID LINE |  115R  108W
+ 6615 | INSERTED | VALID LINE |   25R   21W
+ 6616 | INSERTED | VALID LINE |   11R    7W
+ 6617 | INSERTED | VALID LINE |   81R   77W
+ 6618 | INSERTED | VALID LINE |   47R   41W
+ 6619 | INSERTED | VALID LINE |  113R  107W
+ 6620 | INSERTED | VALID LINE |   68R   61W
+ 6621 | INSERTED | MISSING: BIRTH_DATE |   75R   68W
+ 6622 | INSERTED | VALID LINE |   25R   21W
+ 6623 | INSERTED | VALID LINE |  103R   97W
+ 6624 | INSERTED | VALID LINE |   61R   54W
+ 6625 | INSERTED | VALID LINE |   50R   43W
+ 6626 | INSERTED | VALID LINE |    8R    2W
+ 6627 | INSERTED | VALID LINE |  107R  102W
+ 6628 | INSERTED | VALID LINE |   80R   73W
+ 6629 | INSERTED | VALID LINE |   65R   60W
+ 6630 | INSERTED | MISSING: BIRTH_DATE |   12R    6W
+ 6631 | INSERTED | VALID LINE |   33R   27W
+ 6632 | INSERTED | MISSING: BIRTH_CITY |   54R   47W
+ 6633 | INSERTED | MISSING: BIRTH_CITY |   75R   68W
+ 6634 | INSERTED | MISSING: BIRTH_CITY |  101R   98W
+ 6635 | INSERTED | MISSING: FIRST_NAME |    8R    2W
+ 6636 | INSERTED | VALID LINE |  117R  111W
+ 6637 | INSERTED | VALID LINE |  103R   96W
+ 6638 | INSERTED | VALID LINE |   85R   79W
+ 6639 | INSERTED | VALID LINE |  117R  111W
+ 6640 | INSERTED | VALID LINE |   50R   44W
+ 6641 | INSERTED | VALID LINE |   45R   38W
+ 6642 | INSERTED | VALID LINE |   86R   81W
+ 6643 | INSERTED | VALID LINE |   78R   71W
+ 6644 | INSERTED | VALID LINE |   19R   12W
+ 6645 | INSERTED | VALID LINE |   43R   36W
+ 6646 | INSERTED | VALID LINE |   50R   44W
+ 6647 | INSERTED | VALID LINE |   17R   14W
+ 6648 | INSERTED | VALID LINE |   57R   56W
+ 6649 | INSERTED | VALID LINE |  110R  103W
+ 6650 | INSERTED | MISSING: FIRST_NAME LAST_NAME |   16R   11W
+ 6651 | INSERTED | VALID LINE |   57R   56W
+ 6652 | INSERTED | MISSING: BIRTH_CITY |   36R   29W
+ 6653 | INSERTED | VALID LINE |   65R   60W
+ 6654 | INSERTED | VALID LINE |   12R    5W
+ 6655 | INSERTED | MISSING: BIRTH_CITY |   45R   38W
+ 6656 | INSERTED | MISSING: FIRST_NAME |   94R   87W
+ 6657 | INSERTED | VALID LINE |   17R   10W
+ 6658 | INSERTED | VALID LINE |   29R   22W
+ 6659 | INSERTED | VALID LINE |   78R   72W
+ 6660 | INSERTED | VALID LINE |   45R   42W
+ 6661 | INSERTED | MISSING: FIRST_NAME |   45R   39W
+ 6662 | INSERTED | VALID LINE |  100R   93W
+ 6663 | INSERTED | VALID LINE |   96R   92W
+ 6664 | INSERTED | VALID LINE |   51R   44W
+ 6665 | INSERTED | VALID LINE |   69R   62W
+ 6666 | INSERTED | VALID LINE |   81R   74W
+ 6667 | INSERTED | VALID LINE |   53R   46W
+ 6668 | INSERTED | VALID LINE |   68R   64W
+ 6669 | INSERTED | VALID LINE |   87R   82W
+ 6670 | INSERTED | VALID LINE |   79R   73W
+ 6671 | INSERTED | VALID LINE |   62R   56W
+ 6672 | INSERTED | VALID LINE |    9R    4W
+ 6673 | INSERTED | VALID LINE |   30R   24W
+ 6674 | INSERTED | VALID LINE |   62R   55W
+ 6675 | INSERTED | VALID LINE |   17R    9W
+ 6676 | INSERTED | MISSING: LAST_NAME |   46R   39W
+ 6677 | INSERTED | VALID LINE |  104R   98W
+ 6678 | INSERTED | VALID LINE |   39R   32W
+ 6679 | INSERTED | MISSING: BIRTH_DATE |   79R   73W
+ 6680 | INSERTED | MISSING: BIRTH_DATE |   39R   31W
+ 6681 | INSERTED | VALID LINE |   89R   81W
+ 6682 | INSERTED | VALID LINE |   51R   44W
+ 6683 | INSERTED | MISSING: BIRTH_CITY |   87R   82W
+ 6684 | INSERTED | VALID LINE |   90R   84W
+ 6685 | INSERTED | VALID LINE |   69R   62W
+ 6686 | INSERTED | MISSING: BIRTH_DATE |   76R   69W
+ 6687 | INSERTED | MISSING: LAST_NAME |   51R   45W
+ 6688 | INSERTED | VALID LINE |   58R   51W
+ 6689 | INSERTED | VALID LINE |  100R   94W
+ 6690 | INSERTED | VALID LINE |  104R   97W
+ 6691 | INSERTED | VALID LINE |   81R   74W
+ 6692 | INSERTED | VALID LINE |  101R   96W
+ 6693 | INSERTED | MISSING: BIRTH_CITY |  102R   99W
+ 6694 | INSERTED | VALID LINE |   23R   17W
+ 6695 | INSERTED | VALID LINE |   58R   51W
+ 6696 | INSERTED | VALID LINE |   37R   30W
+ 6697 | INSERTED | VALID LINE |   40R   36W
+ 6698 | INSERTED | VALID LINE |  107R  101W
+ 6699 | INSERTED | MISSING: LAST_NAME |   54R   50W
+ 6700 | INSERTED | VALID LINE |   74R   71W
+ 6701 | INSERTED | MISSING: LAST_NAME |  101R   96W
+ 6702 | INSERTED | VALID LINE |   24R   19W
+ 6703 | INSERTED | VALID LINE |   87R   82W
+ 6704 | INSERTED | VALID LINE |   44R   37W
+ 6705 | INSERTED | MISSING: BIRTH_DATE |  108R  103W
+ 6706 | INSERTED | VALID LINE |   27R   21W
+ 6707 | INSERTED | VALID LINE |   44R   38W
+ 6708 | INSERTED | VALID LINE |   48R   42W
+ 6709 | INSERTED | VALID LINE |  111R  104W
+ 6710 | INSERTED | VALID LINE |   51R   44W
+ 6711 | INSERTED | VALID LINE |   97R   90W
+ 6712 | INSERTED | MISSING: FIRST_NAME BIRTH_CITY |   55R   48W
+ 6713 | INSERTED | VALID LINE |   16R    9W
+ 6714 | INSERTED | VALID LINE |   16R   10W
+ 6715 | INSERTED | VALID LINE |  104R   97W
+ 6716 | INSERTED | VALID LINE |   87R   82W
+ 6717 | INSERTED | VALID LINE |   86R   80W
+ 6718 | INSERTED | MISSING: BIRTH_CITY |   83R   77W
+ 6719 | INSERTED | VALID LINE |   71R   64W
+ 6720 | INSERTED | VALID LINE |   25R   18W
+ 6721 | INSERTED | VALID LINE |   93R   88W
+ 6722 | INSERTED | MISSING: LAST_NAME |  101R   95W
+ 6723 | INSERTED | VALID LINE |  105R   98W
+ 6724 | INSERTED | VALID LINE |  109R  104W
+ 6725 | INSERTED | VALID LINE |   59R   54W
+ 6726 | INSERTED | VALID LINE |  117R  110W
+ 6727 | INSERTED | VALID LINE |   53R   46W
+ 6728 | INSERTED | VALID LINE |   12R    5W
+ 6729 | INSERTED | VALID LINE |   27R   21W
+ 6730 | INSERTED | VALID LINE |   10R    3W
+ 6731 | INSERTED | VALID LINE |   14R    7W
+ 6732 | INSERTED | VALID LINE |   58R   57W
+ 6733 | INSERTED | MISSING: BIRTH_CITY |   51R   44W
+ 6734 | INSERTED | VALID LINE |   51R   44W
+ 6735 | INSERTED | VALID LINE |  102R   97W
+ 6736 | INSERTED | VALID LINE |   62R   56W
+ 6737 | INSERTED | MISSING: FIRST_NAME |   77R   70W
+ 6738 | INSERTED | VALID LINE |   82R   75W
+ 6739 | INSERTED | MISSING: BIRTH_CITY |   88R   86W
+ 6740 | INSERTED | MISSING: FIRST_NAME |   65R   58W
+ 6741 | INSERTED | VALID LINE |   23R   16W
+ 6742 | INSERTED | VALID LINE |   75R   68W
+ 6743 | INSERTED | MISSING: BIRTH_DATE |   34R   28W
+ 6744 | INSERTED | VALID LINE |   65R   58W
+ 6745 | INSERTED | VALID LINE |   96R   89W
+ 6746 | INSERTED | MISSING: LAST_NAME |  116R  111W
+ 6747 | INSERTED | VALID LINE |   58R   57W
+ 6748 | INSERTED | VALID LINE |  112R  106W
+ 6749 | INSERTED | VALID LINE |   73R   66W
+ 6750 | INSERTED | VALID LINE |   27R   20W
+ 6751 | INSERTED | VALID LINE |   46R   39W
+ 6752 | INSERTED | VALID LINE |   25R   18W
+ 6753 | INSERTED | VALID LINE |   62R   56W
+ 6754 | INSERTED | VALID LINE |   55R   49W
+ 6755 | INSERTED | VALID LINE |   17R   12W
+ 6756 | INSERTED | VALID LINE |  105R   99W
+ 6757 | INSERTED | VALID LINE |   84R   77W
+ 6758 | INSERTED | MISSING: LAST_NAME |   12R    8W
+ 6759 | INSERTED | MISSING: FIRST_NAME |   65R   59W
+ 6760 | INSERTED | VALID LINE |   46R   39W
+ 6761 | INSERTED | VALID LINE |   55R   49W
+ 6762 | INSERTED | VALID LINE |   48R   42W
+ 6763 | INSERTED | VALID LINE |  108R  102W
+ 6764 | INSERTED | MISSING: BIRTH_DATE |    9R    4W
+ 6765 | INSERTED | VALID LINE |   69R   62W
+ 6766 | INSERTED | VALID LINE |   94R   88W
+ 6767 | INSERTED | VALID LINE |    9R    4W
+ 6768 | INSERTED | VALID LINE |  115R  109W
+ 6769 | INSERTED | VALID LINE |   31R   29W
+ 6770 | INSERTED | MISSING: FIRST_NAME |   94R   88W
+ 6771 | INSERTED | VALID LINE |   34R   28W
+ 6772 | INSERTED | VALID LINE |   75R   72W
+ 6773 | INSERTED | VALID LINE |   30R   23W
+ 6774 | INSERTED | VALID LINE |   75R   68W
+ 6775 | INSERTED | MISSING: BIRTH_CITY |   97R   93W
+ 6776 | INSERTED | MISSING: FIRST_NAME |   12R    8W
+ 6777 | INSERTED | VALID LINE |   30R   24W
+ 6778 | INSERTED | VALID LINE |   94R   87W
+ 6779 | INSERTED | VALID LINE |   98R   91W
+ 6780 | INSERTED | VALID LINE |   58R   52W
+ 6781 | INSERTED | MISSING: BIRTH_CITY |  117R  111W
+ 6782 | INSERTED | MISSING: BIRTH_DATE |   59R   53W
+ 6783 | INSERTED | MISSING: LAST_NAME BIRTH_CITY |   53R   48W
+ 6784 | INSERTED | MISSING: BIRTH_CITY |   30R   23W
+ 6785 | INSERTED | MISSING: LAST_NAME |   45R   39W
+ 6786 | INSERTED | VALID LINE |   61R   54W
+ 6787 | INSERTED | MISSING: FIRST_NAME |   67R   62W
+ 6788 | INSERTED | MISSING: FIRST_NAME |   85R   79W
+ 6789 | INSERTED | VALID LINE |   92R   85W
+ 6790 | INSERTED | VALID LINE |    9R    4W
+ 6791 | INSERTED | VALID LINE |   95R   89W
+ 6792 | INSERTED | MISSING: LAST_NAME |   16R    9W
+ 6793 | INSERTED | VALID LINE |   68R   61W
+ 6794 | INSERTED | VALID LINE |   78R   72W
+ 6795 | INSERTED | MISSING: FIRST_NAME |   37R   31W
+ 6796 | INSERTED | VALID LINE |   72R   65W
+ 6797 | INSERTED | VALID LINE |  103R   98W
+ 6798 | INSERTED | MISSING: FIRST_NAME |   43R   36W
+ 6799 | INSERTED | VALID LINE |   37R   30W
+ 6800 | INSERTED | MISSING: BIRTH_CITY |   54R   47W
+ 6801 | INSERTED | MISSING: FIRST_NAME BIRTH_DATE |   97R   90W
+ 6802 | INSERTED | MISSING: BIRTH_DATE |  102R   95W
+ 6803 | INSERTED | VALID LINE |   53R   48W
+ 6804 | INSERTED | MISSING: FIRST_NAME |   26R   22W
+ 6805 | INSERTED | VALID LINE |   56R   50W
+ 6806 | INSERTED | VALID LINE |  113R  106W
+ 6807 | INSERTED | MISSING: FIRST_NAME |   16R   10W
+ 6808 | INSERTED | VALID LINE |   37R   30W
+ 6809 | INSERTED | VALID LINE |  103R   98W
+ 6810 | INSERTED | VALID LINE |   61R   54W
+ 6811 | INSERTED | VALID LINE |   92R   85W
+ 6812 | INSERTED | VALID LINE |   66R   59W
+ 6813 | INSERTED | VALID LINE |   18R   15W
+ 6814 | INSERTED | VALID LINE |   96R   91W
+ 6815 | INSERTED | VALID LINE |   70R   63W
+ 6816 | INSERTED | VALID LINE |   92R   86W
+ 6817 | INSERTED | VALID LINE |  102R   96W
+ 6818 | INSERTED | MISSING: BIRTH_CITY |   32R   25W
+ 6819 | INSERTED | VALID LINE |   47R   40W
+ 6820 | INSERTED | VALID LINE |   49R   42W
+ 6821 | INSERTED | VALID LINE |   78R   72W
+ 6822 | INSERTED | VALID LINE |   12R    5W
+ 6823 | INSERTED | MISSING: BIRTH_CITY |  120R  114W
+ 6824 | INSERTED | VALID LINE |   81R   75W
+ 6825 | INSERTED | MISSING: LAST_NAME |   30R   23W
+ 6826 | INSERTED | MISSING: LAST_NAME |   14R    7W
+ 6827 | INSERTED | VALID LINE |   23R   17W
+ 6828 | INSERTED | VALID LINE |  113R  107W
+ 6829 | INSERTED | VALID LINE |   67R   62W
+ 6830 | INSERTED | MISSING: BIRTH_CITY |   30R   24W
+ 6831 | INSERTED | VALID LINE |   68R   61W
+ 6832 | INSERTED | VALID LINE |   14R    7W
+ 6833 | INSERTED | VALID LINE |   10R    3W
+ 6834 | INSERTED | VALID LINE |  102R   96W
+ 6835 | INSERTED | VALID LINE |   92R   85W
+ 6836 | INSERTED | VALID LINE |   52R   45W
+ 6837 | INSERTED | VALID LINE |   81R   74W
+ 6838 | INSERTED | MISSING: BIRTH_DATE |   88R   81W
+ 6839 | INSERTED | VALID LINE |   32R   25W
+ 6840 | INSERTED | VALID LINE |   34R   28W
+ 6841 | INSERTED | VALID LINE |   45R   39W
+ 6842 | INSERTED | VALID LINE |   99R   93W
+ 6843 | INSERTED | VALID LINE |   47R   44W
+ 6844 | INSERTED | MISSING: BIRTH_CITY |   39R   32W
+ 6845 | INSERTED | VALID LINE |  107R  100W
+ 6846 | INSERTED | VALID LINE |  114R  108W
+ 6847 | INSERTED | VALID LINE |   25R   18W
+ 6848 | INSERTED | VALID LINE |   95R   88W
+ 6849 | INSERTED | VALID LINE |   52R   46W
+ 6850 | INSERTED | VALID LINE |   66R   60W
+ 6851 | INSERTED | VALID LINE |   92R   86W
+ 6852 | INSERTED | VALID LINE |   45R   39W
+ 6853 | INSERTED | VALID LINE |   70R   64W
+ 6854 | INSERTED | VALID LINE |    8R    2W
+ 6855 | INSERTED | VALID LINE |   95R   88W
+ 6856 | INSERTED | VALID LINE |   45R   39W
+ 6857 | INSERTED | MISSING: LAST_NAME BIRTH_CITY |  105R  102W
+ 6858 | INSERTED | MISSING: FIRST_NAME |   37R   31W
+ 6859 | INSERTED | VALID LINE |   45R   39W
+ 6860 | INSERTED | VALID LINE |   45R   37W
+ 6861 | INSERTED | VALID LINE |  107R  100W
+ 6862 | INSERTED | VALID LINE |   27R   20W
+ 6863 | INSERTED | VALID LINE |   70R   66W
+ 6864 | INSERTED | MISSING: BIRTH_DATE |   18R   11W
+ 6865 | INSERTED | MISSING: FIRST_NAME |   76R   73W
+ 6866 | INSERTED | VALID LINE |  105R   98W
+ 6867 | INSERTED | VALID LINE |   50R   42W
+ 6868 | INSERTED | MISSING: BIRTH_CITY |  118R  113W
+ 6869 | INSERTED | VALID LINE |   46R   41W
+ 6870 | INSERTED | VALID LINE |  118R  113W
+ 6871 | INSERTED | VALID LINE |  110R  104W
+ 6872 | INSERTED | MISSING: BIRTH_CITY |   41R   34W
+ 6873 | INSERTED | MISSING: BIRTH_DATE |  117R  110W
+ 6874 | INSERTED | VALID LINE |  117R  111W
+ 6875 | INSERTED | VALID LINE |   74R   68W
+ 6876 | INSERTED | VALID LINE |   66R   59W
+ 6877 | INSERTED | MISSING: LAST_NAME |   97R   90W
+ 6878 | INSERTED | VALID LINE |   49R   42W
+ 6879 | INSERTED | VALID LINE |  111R  106W
+ 6880 | INSERTED | VALID LINE |   70R   66W
+ 6881 | INSERTED | VALID LINE |   75R   70W
+ 6882 | INSERTED | VALID LINE |  110R  103W
+ 6883 | INSERTED | MISSING: BIRTH_DATE |   89R   87W
+ 6884 | INSERTED | VALID LINE |   56R   50W
+ 6885 | INSERTED | VALID LINE |   41R   34W
+ 6886 | INSERTED | VALID LINE |   31R   26W
+ 6887 | INSERTED | VALID LINE |   25R   18W
+ 6888 | INSERTED | VALID LINE |   14R    7W
+ 6889 | INSERTED | VALID LINE |   68R   61W
+ 6890 | INSERTED | VALID LINE |   18R   11W
+ 6891 | INSERTED | VALID LINE |   39R   32W
+ 6892 | INSERTED | VALID LINE |  118R  113W
+ 6893 | INSERTED | VALID LINE |   30R   24W
+ 6894 | INSERTED | VALID LINE |   63R   57W
+ 6895 | INSERTED | VALID LINE |    9R    4W
+ 6896 | INSERTED | VALID LINE |   30R   23W
+ 6897 | INSERTED | MISSING: BIRTH_CITY |   82R   77W
+ 6898 | INSERTED | VALID LINE |   55R   51W
+ 6899 | INSERTED | MISSING: BIRTH_DATE |   92R   86W
+ 6900 | INSERTED | VALID LINE |   17R   12W
+ 6901 | INSERTED | VALID LINE |   74R   68W
+ 6902 | INSERTED | MISSING: BIRTH_DATE |   76R   71W
+ 6903 | INSERTED | VALID LINE |   33R   26W
+ 6904 | INSERTED | VALID LINE |   27R   20W
+ 6905 | INSERTED | MISSING: FIRST_NAME |   39R   34W
+ 6906 | INSERTED | MISSING: LAST_NAME |  104R   98W
+ 6907 | INSERTED | VALID LINE |   42R   35W
+ 6908 | INSERTED | MISSING: BIRTH_DATE |  115R  109W
+ 6909 | INSERTED | VALID LINE |   75R   69W
+ 6910 | INSERTED | VALID LINE |   93R   87W
+ 6911 | INSERTED | VALID LINE |   12R    5W
+ 6912 | INSERTED | MISSING: FIRST_NAME |   96R   89W
+ 6913 | INSERTED | VALID LINE |   31R   24W
+ 6914 | INSERTED | MISSING: BIRTH_DATE |   39R   34W
+ 6915 | INSERTED | VALID LINE |  105R  100W
+ 6916 | INSERTED | MISSING: BIRTH_CITY |   83R   78W
+ 6917 | INSERTED | VALID LINE |   12R    5W
+ 6918 | INSERTED | VALID LINE |   12R    6W
+ 6919 | INSERTED | VALID LINE |   10R    3W
+ 6920 | INSERTED | VALID LINE |   71R   67W
+ 6921 | INSERTED | VALID LINE |  114R  110W
+ 6922 | INSERTED | VALID LINE |   91R   84W
+ 6923 | INSERTED | VALID LINE |   12R    8W
+ 6924 | INSERTED | VALID LINE |   60R   59W
+ 6925 | INSERTED | VALID LINE |   84R   77W
+ 6926 | INSERTED | VALID LINE |  105R  100W
+ 6927 | INSERTED | MISSING: LAST_NAME BIRTH_CITY |  106R   99W
+ 6928 | INSERTED | VALID LINE |   18R   15W
+ 6929 | INSERTED | VALID LINE |   75R   69W
+ 6930 | INSERTED | VALID LINE |   24R   19W
+ 6931 | INSERTED | VALID LINE |   53R   46W
+ 6932 | INSERTED | VALID LINE |   77R   70W
+ 6933 | INSERTED | VALID LINE |  100R   96W
+ 6934 | INSERTED | MISSING: LAST_NAME BIRTH_DATE |   69R   62W
+ 6935 | INSERTED | VALID LINE |   82R   76W
+ 6936 | INSERTED | VALID LINE |  111R  105W
+ 6937 | INSERTED | VALID LINE |   64R   57W
+ 6938 | INSERTED | VALID LINE |   57R   51W
+ 6939 | INSERTED | VALID LINE |  118R  112W
+ 6940 | INSERTED | VALID LINE |   86R   80W
+ 6941 | INSERTED | VALID LINE |   89R   82W
+ 6942 | INSERTED | VALID LINE |   57R   51W
+ 6943 | INSERTED | VALID LINE |    8R    1W
+ 6944 | INSERTED | VALID LINE |   24R   19W
+ 6945 | INSERTED | VALID LINE |   96R   89W
+ 6946 | INSERTED | MISSING: FIRST_NAME |   48R   45W
+ 6947 | INSERTED | VALID LINE |  118R  112W
+ 6948 | INSERTED | MISSING: BIRTH_CITY |   23R   17W
+ 6949 | INSERTED | VALID LINE |   90R   88W
+ 6950 | INSERTED | VALID LINE |   77R   70W
+ 6951 | INSERTED | VALID LINE |  118R  111W
+ 6952 | INSERTED | VALID LINE |   77R   74W
+ 6953 | INSERTED | MISSING: BIRTH_CITY |   57R   50W
+ 6954 | INSERTED | VALID LINE |   73R   66W
+ 6955 | INSERTED | VALID LINE |   60R   59W
+ 6956 | INSERTED | VALID LINE |   91R   84W
+ 6957 | INSERTED | VALID LINE |   18R   11W
+ 6958 | INSERTED | VALID LINE |   60R   54W
+ 6959 | INSERTED | VALID LINE |   76R   71W
+ 6960 | INSERTED | VALID LINE |   98R   91W
+ 6961 | INSERTED | VALID LINE |   79R   73W
+ 6962 | INSERTED | MISSING: BIRTH_DATE |   71R   64W
+ 6963 | INSERTED | VALID LINE |   55R   48W
+ 6964 | INSERTED | VALID LINE |   31R   25W
+ 6965 | INSERTED | VALID LINE |   20R   14W
+ 6966 | INSERTED | MISSING: FIRST_NAME |  105R   99W
+ 6967 | INSERTED | VALID LINE |   60R   53W
+ 6968 | INSERTED | MISSING: LAST_NAME |  109R  102W
+ 6969 | INSERTED | VALID LINE |   38R   32W
+ 6970 | INSERTED | VALID LINE |  109R  103W
+ 6971 | INSERTED | VALID LINE |  123R  116W
+ 6972 | INSERTED | VALID LINE |   46R   39W
+ 6973 | INSERTED | MISSING: FIRST_NAME |   27R   20W
+ 6974 | INSERTED | VALID LINE |   24R   19W
+ 6975 | INSERTED | VALID LINE |   64R   57W
+ 6976 | INSERTED | VALID LINE |   71R   67W
+ 6977 | INSERTED | VALID LINE |   54R   49W
+ 6978 | INSERTED | VALID LINE |   57R   50W
+ 6979 | INSERTED | VALID LINE |   79R   73W
+ 6980 | INSERTED | VALID LINE |   46R   40W
+ 6981 | INSERTED | MISSING: FIRST_NAME |   16R    9W
+ 6982 | INSERTED | VALID LINE |   90R   83W
+ 6983 | INSERTED | MISSING: LAST_NAME |   12R    5W
+ 6984 | INSERTED | VALID LINE |   20R   14W
+ 6985 | INSERTED | VALID LINE |   12R    5W
+ 6986 | INSERTED | MISSING: FIRST_NAME |   53R   46W
+ 6987 | INSERTED | VALID LINE |   99R   92W
+ 6988 | INSERTED | VALID LINE |   29R   22W
+ 6989 | INSERTED | VALID LINE |   88R   81W
+ 6990 | INSERTED | VALID LINE |   67R   61W
+ 6991 | INSERTED | VALID LINE |   20R   14W
+ 6992 | INSERTED | MISSING: FIRST_NAME |   48R   41W
+ 6993 | INSERTED | MISSING: LAST_NAME |   42R   36W
+ 6994 | INSERTED | VALID LINE |   38R   32W
+ 6995 | INSERTED | MISSING: BIRTH_DATE |   77R   74W
+ 6996 | INSERTED | VALID LINE |   79R   72W
+ 6997 | INSERTED | MISSING: FIRST_NAME BIRTH_CITY |   52R   44W
+ 6998 | INSERTED | MISSING: FIRST_NAME |   60R   59W
+ 6999 | INSERTED | VALID LINE |   90R   83W
+ 7000 | INSERTED | MISSING: LAST_NAME |  101R   95W
+ 7001 | INSERTED | VALID LINE |   50R   43W
+ 7002 | INSERTED | VALID LINE |   89R   81W
+ 7003 | INSERTED | VALID LINE |   71R   65W
+ 7004 | INSERTED | VALID LINE |   60R   54W
+ 7005 | INSERTED | VALID LINE |  119R  112W
+ 7006 | INSERTED | VALID LINE |   48R   45W
+ 7007 | INSERTED | VALID LINE |   38R   31W
+ 7008 | INSERTED | VALID LINE |   27R   23W
+ 7009 | INSERTED | VALID LINE |   60R   53W
+ 7010 | INSERTED | VALID LINE |  105R   99W
+ 7011 | INSERTED | VALID LINE |   86R   82W
+ 7012 | INSERTED | VALID LINE |  119R  113W
+ 7013 | INSERTED | VALID LINE |   42R   38W
+ 7014 | INSERTED | VALID LINE |   42R   36W
+ 7015 | INSERTED | VALID LINE |   54R   49W
+ 7016 | INSERTED | VALID LINE |   42R   36W
+ 7017 | INSERTED | VALID LINE |   17R   12W
+ 7018 | INSERTED | VALID LINE |   57R   51W
+ 7019 | INSERTED | VALID LINE |  112R  106W
+ 7020 | INSERTED | MISSING: LAST_NAME |   82R   75W
+ 7021 | INSERTED | MISSING: FIRST_NAME |   71R   65W
+ 7022 | INSERTED | MISSING: LAST_NAME |   29R   22W
+ 7023 | INSERTED | VALID LINE |   95R   89W
+ 7024 | INSERTED | VALID LINE |   10R    3W
+ 7025 | INSERTED | MISSING: BIRTH_CITY |   42R   36W
+ 7026 | INSERTED | VALID LINE |   35R   28W
+ 7027 | INSERTED | VALID LINE |  107R  102W
+ 7028 | INSERTED | VALID LINE |   27R   23W
+ 7029 | INSERTED | VALID LINE |   74R   67W
+ 7030 | INSERTED | VALID LINE |  120R  113W
+ 7031 | INSERTED | VALID LINE |   35R   28W
+ 7032 | INSERTED | VALID LINE |  108R  101W
+ 7033 | INSERTED | VALID LINE |   47R   42W
+ 7034 | INSERTED | VALID LINE |   12R    8W
+ 7035 | INSERTED | VALID LINE |   24R   19W
+ 7036 | INSERTED | VALID LINE |   48R   45W
+ 7037 | INSERTED | VALID LINE |   84R   79W
+ 7038 | INSERTED | VALID LINE |   50R   43W
+ 7039 | INSERTED | VALID LINE |   29R   22W
+ 7040 | INSERTED | VALID LINE |   10R    3W
